index,country,surveyelapse,GS1,GS2,GS3,GS4,GS5,GS6,GS7,GS8,GS9,GS10,GS11,GS12,VCL1,VCL2,VCL3,VCL4,VCL5,VCL7,VCL8,VCL10,VCL11,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,operatingsystem,browser,introelapse,testelapse,Extraversion,Neuroticism,Agreeableness,Conscientiousness,Openness,Grit,highgrit
89,IT,290,3,4,5,2,3,4,2,3,4,2,3,3,1,1,1,1,1,1,0,1,1,1,1,1,1,High school,Urban,Male,No,34,Right,Atheist,Heterosexual,Indigenous/Native/White,Yes,Never married,2,1,4,2,1,2,2,3,2,4,1,2,2,2,1,2,2,3,3,1,1,3,4,1,2,3,2,2,3,3,3,3,2,5,2,3,3,4,3,4,1,4,4,5,2,4,5,5,4,5,5,Windows,Chrome,3,308,2.2,1.9,2.6,3.0,4.3,3.1666666666666665,0
90,EG,197,4,3,2,5,4,5,2,5,5,1,3,5,1,1,0,1,1,0,0,1,1,0,1,1,1,High school,Urban,Male,No,20,Right,Christian (Other),Heterosexual,Arab,Yes,Never married,2,3,3,5,2,5,5,3,4,5,5,4,3,2,5,4,4,5,5,4,5,3,4,2,5,4,4,4,4,4,5,4,5,5,5,4,3,5,3,5,5,2,3,5,2,4,4,4,1,4,4,Windows,Chrome,6,370,4.0,4.1,3.9,4.4,3.3,3.6666666666666665,1
91,US,213,4,4,2,2,3,4,3,4,5,4,4,4,1,1,0,1,1,1,0,1,0,1,1,1,1,University,Suburban,Male,No,34,Right,Hindu,Heterosexual,Asian,Yes,Currently married,4,4,1,2,2,3,2,4,2,4,2,3,5,4,4,2,1,3,4,4,3,4,3,3,4,2,4,2,4,3,3,4,2,4,2,3,2,5,4,4,4,2,4,4,4,4,2,4,3,4,4,Linux,Chrome,10,208,2.6,3.3,3.2,3.4,3.5,3.5833333333333335,1
94,IN,247,4,4,3,4,3,4,2,2,4,2,3,2,1,1,0,1,1,0,1,1,0,1,0,1,1,Graduate,Rural,Male,No,26,Right,Hindu,Heterosexual,Asian,Yes,Never married,3,4,3,2,2,2,2,1,3,4,1,2,3,2,4,4,2,2,3,3,4,4,3,2,3,4,3,3,4,4,3,5,5,3,4,4,4,4,5,4,4,2,4,4,5,4,4,4,4,5,5,Windows,Chrome,30,200,2.4,2.9,3.3,4.2,4.1,3.0833333333333335,0
96,LU,133,4,2,3,2,3,4,3,4,4,2,3,4,1,1,1,1,1,1,0,1,1,1,1,1,1,Graduate,Urban,Female,No,31,Right,Christian (Other),Heterosexual,Indigenous/Native/White,Yes,Currently married,2,3,5,4,3,3,3,3,3,4,3,1,3,1,3,2,2,3,3,3,4,5,4,5,4,4,4,4,3,4,3,4,4,3,5,2,4,5,4,4,4,5,4,5,4,3,5,4,4,3,3,Windows,Firefox,13,199,3.4,2.5,4.0,3.9,4.0,3.1666666666666665,0
99,SG,160,5,1,4,4,4,4,4,4,4,5,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Graduate,Suburban,Male,No,48,Right,Other,Heterosexual,Indigenous/Native/White,No,Never married,2,2,4,4,3,3,3,3,2,4,3,3,3,2,3,4,2,3,4,2,4,5,5,3,4,5,4,5,4,4,3,4,2,4,4,3,3,3,4,3,5,4,4,4,4,4,2,5,4,4,4,Windows,Chrome,14,183,3.1,3.0,4.2,3.5,3.9,3.9166666666666665,1
100,KE,200,5,3,4,2,5,4,5,5,5,5,2,4,1,1,0,1,1,0,1,1,0,1,1,1,1,University,Urban,Female,No,20,Right,Christian (Protestant),,Black,No,Never married,2,4,5,5,5,5,5,5,4,5,4,4,4,2,4,4,3,4,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,3,2,4,4,4,5,4,4,5,2,4,5,4,4,3,5,Windows,Firefox,8,260,4.7,3.8,5.0,3.9,4.0,4.083333333333333,1
103,US,225,3,4,2,3,3,4,3,4,5,4,2,5,1,1,1,1,1,0,1,1,0,0,1,1,1,High school,Urban,Female,Yes,18,Right,Christian (Other),Heterosexual,Indigenous/Native/White,No,Never married,1,1,3,3,2,3,4,3,3,2,2,1,2,1,3,3,2,2,1,1,3,5,4,3,5,5,5,4,4,5,4,3,4,3,3,3,3,1,3,3,3,3,3,4,4,3,3,3,3,4,3,Macintosh,Chrome,3,299,2.6,1.9,4.4,2.9,3.3,3.5,1
106,US,160,3,2,2,2,1,3,1,3,1,2,3,2,1,1,0,1,1,0,0,1,0,1,1,1,1,High school,Suburban,Male,Yes,18,Right,Atheist,Heterosexual,Indigenous/Native/White,No,Never married,4,3,2,3,2,5,2,1,3,2,1,4,4,2,1,4,4,1,2,1,3,5,3,1,4,4,4,4,4,2,3,2,2,4,4,2,5,4,5,2,4,3,2,3,3,3,2,2,4,4,4,Macintosh,Chrome,15,303,2.4,2.6,3.4,3.4,3.0,2.0833333333333335,0
110,HK,154,4,3,3,2,4,5,4,4,4,5,4,5,1,1,0,1,1,1,0,1,0,0,1,1,1,Graduate,Urban,Female,Yes,33,Right,Agnostic,Heterosexual,Asian,No,Never married,2,3,4,2,3,4,4,2,2,2,2,1,2,1,2,1,1,1,2,1,2,5,5,4,5,4,5,5,5,5,5,4,2,4,4,3,2,5,3,4,4,3,5,4,4,3,4,5,3,5,3,iOS,Safari,7,230,2.8,1.4,4.8,3.5,3.9,3.9166666666666665,1
112,GB,87,4,1,2,4,1,4,2,2,4,3,2,4,1,1,1,1,1,1,0,1,1,1,1,1,1,University,Suburban,Male,Yes,34,Right,Atheist,Heterosexual,Indigenous/Native/White,Yes,Currently married,4,5,5,4,4,5,5,5,5,5,5,5,4,5,4,5,2,2,2,2,3,1,4,2,2,2,2,3,3,2,5,4,3,5,3,1,2,3,2,4,3,5,5,4,4,4,4,5,4,4,4,Windows,Firefox,34,94,4.8,3.4,2.6,3.0,4.3,2.75,0
113,US,359,4,3,4,4,4,5,4,4,4,4,4,5,1,1,0,1,1,0,0,1,0,0,0,1,1,High school,Urban,Male,No,22,Right,Other,Heterosexual,Asian,No,Never married,3,2,3,4,2,4,3,4,2,1,4,4,2,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3,4,4,4,4,5,4,5,5,4,4,3,4,4,3,5,4,3,4,4,Windows,Firefox,69,812,2.9,3.6,3.7,4.2,3.8,4.083333333333333,1
114,PL,236,5,3,4,2,4,4,5,4,5,4,4,5,1,1,1,1,1,0,1,1,0,1,1,1,1,Graduate,Urban,Male,No,23,Right,Christian (Protestant),Heterosexual,Indigenous/Native/White,No,Never married,2,1,2,3,1,3,2,1,5,1,1,4,4,4,5,4,3,5,5,2,5,3,2,4,2,2,4,2,4,3,3,5,5,5,5,5,4,5,5,4,5,4,4,3,2,4,3,5,5,4,3,Windows,Firefox,6,220,2.0,4.1,2.9,4.8,3.7,4.083333333333333,1
115,RO,206,4,2,4,3,2,1,2,3,3,3,3,2,1,1,1,1,1,0,1,1,1,1,1,1,1,Graduate,Urban,Female,No,30,Right,Christian (Other),Heterosexual,Indigenous/Native/White,Yes,Never married,1,1,2,5,2,4,4,4,2,3,4,2,3,2,3,3,5,3,4,5,5,3,5,5,4,5,4,5,4,4,4,1,2,5,4,2,4,2,4,1,3,4,5,4,5,3,4,2,2,4,4,Windows,Firefox,33,228,3.1,3.5,4.3,2.8,3.7,2.6666666666666665,0
117,GB,125,3,2,2,2,2,5,2,2,4,4,3,3,1,1,0,1,1,0,1,1,0,0,1,1,1,University,Suburban,Male,No,22,Right,Atheist,Heterosexual,Indigenous/Native/White,Yes,Never married,2,1,1,2,2,2,3,3,1,2,2,4,4,2,2,3,4,5,3,4,4,4,3,5,4,4,5,3,4,2,3,3,5,5,1,2,4,4,2,3,3,4,4,4,4,3,4,4,3,4,3,Macintosh,Safari,48,191,1.9,3.5,3.7,3.2,3.7,2.8333333333333335,0
118,GB,150,2,1,1,2,3,2,1,1,3,2,3,2,1,1,1,1,1,1,0,1,1,1,1,1,1,University,Urban,Female,Yes,43,Left,Atheist,Heterosexual,Indigenous/Native/White,No,Currently married,3,2,2,3,5,2,2,1,1,1,1,4,3,4,2,4,2,3,4,3,2,5,5,5,1,5,4,5,5,5,4,2,3,3,4,1,4,4,4,4,4,2,3,3,4,4,3,3,2,5,3,Macintosh,Firefox,59,272,2.0,3.1,4.4,3.3,3.2,1.9166666666666667,0
120,CA,290,5,4,3,3,5,5,4,5,5,4,3,5,1,1,0,1,1,0,1,1,0,0,1,1,1,High school,Urban,Female,Yes,19,Right,Christian (Catholic),Heterosexual,Indigenous/Native/White,No,Never married,4,3,2,4,3,4,4,4,2,3,4,1,2,1,2,4,4,4,4,4,4,5,4,5,4,5,5,4,3,4,5,4,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,3,5,4,4,Windows,Microsoft Internet Explorer,5,220,3.3,3.0,4.4,4.8,4.4,4.25,1
122,NO,183,5,2,3,4,2,5,2,4,4,2,4,4,1,0,0,1,0,0,0,1,0,0,0,1,1,Less than high school,Urban,Male,No,25,Right,Muslim,Heterosexual,Other,No,Never married,3,4,4,5,5,3,5,4,4,5,4,3,5,3,3,4,4,2,4,4,3,4,5,4,4,4,4,5,3,4,5,3,2,5,5,3,4,4,3,2,3,5,5,3,4,5,4,5,4,5,5,Windows,Chrome,4,200,4.3,3.5,4.2,3.4,4.5,3.4166666666666665,1
124,AU,345,5,3,1,5,4,5,2,5,4,3,1,5,1,1,0,1,1,0,0,1,0,0,1,1,1,High school,Suburban,Female,Yes,18,Right,Atheist,Heterosexual,Indigenous/Native/White,No,Never married,2,5,5,2,3,4,5,1,4,5,1,4,4,1,1,5,3,3,4,1,1,4,5,5,5,5,4,5,3,5,3,3,5,5,5,3,5,5,5,4,5,4,5,5,5,5,5,4,5,5,5,Windows,Firefox,62,350,3.5,2.7,4.4,4.5,4.8,3.5833333333333335,1
125,US,194,5,3,4,4,3,4,3,3,4,3,4,5,1,1,1,1,1,0,0,1,0,0,1,1,1,University,Urban,Female,No,47,Right,Hindu,Heterosexual,Other,No,Currently married,2,3,5,4,2,4,4,4,1,2,4,4,5,4,4,2,3,3,3,3,5,5,5,5,5,4,5,4,5,5,5,3,3,3,3,3,3,5,3,3,3,3,5,4,5,4,4,4,2,5,4,Windows,Chrome,6,223,3.3,3.6,4.8,3.2,4.0,3.75,1
126,US,198,3,1,2,2,1,2,2,1,2,2,1,3,1,1,0,1,1,0,0,1,0,0,1,1,1,High school,Rural,Female,Yes,30,Right,Other,Homosexual,Indigenous/Native/White,No,Currently married,2,2,1,2,2,1,4,2,2,2,2,4,4,3,4,2,2,2,2,2,4,2,2,2,1,2,3,2,2,3,3,1,3,2,3,1,1,1,2,1,2,3,3,5,3,5,5,2,4,2,5,Linux,AndroidBrowser,6,256,2.0,2.9,2.2,1.7,3.7,1.8333333333333333,0
127,BH,313,3,2,1,3,4,5,3,3,5,2,3,3,1,0,0,1,1,0,0,1,0,0,0,0,1,High school,Urban,Female,No,20,Right,,,Arab,No,Never married,3,3,4,3,3,4,3,4,2,2,3,4,2,1,3,2,3,1,3,3,3,4,3,3,3,3,5,3,4,5,3,4,4,4,4,3,5,2,4,4,3,3,4,3,3,5,2,4,2,4,5,iOS,Safari,79,931,3.1,2.5,3.6,3.7,3.5,3.0833333333333335,0
128,SG,103,1,1,2,1,1,3,3,1,3,2,5,2,1,1,0,1,1,0,0,1,0,0,0,1,1,High school,Urban,Female,No,18,Right,Agnostic,Heterosexual,Asian,No,Never married,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,1,2,2,3,1,2,2,2,2,5,2,2,4,2,2,4,2,Windows,Microsoft Internet Explorer,7,119,1.0,1.0,1.0,2.4,2.7,2.0833333333333335,0
129,AU,174,3,1,4,2,3,4,4,4,3,2,3,5,1,0,0,1,1,0,0,1,0,0,0,0,1,Graduate,Urban,Male,No,23,Right,Hindu,Heterosexual,Other,No,Never married,2,3,1,1,1,2,3,1,2,4,2,4,5,1,5,1,1,1,3,2,4,1,5,5,5,3,5,5,5,5,4,1,2,4,1,1,1,1,2,1,3,3,2,5,5,4,5,4,4,3,4,Macintosh,Chrome,412,259,2.0,2.7,4.3,1.7,3.9,3.1666666666666665,0
130,EG,268,3,5,1,3,3,4,5,4,3,1,2,3,1,0,0,1,0,0,0,1,0,0,0,0,1,High school,Urban,Female,No,21,Right,Muslim,Other,Arab,Yes,Previously married,3,1,3,2,3,2,4,3,4,2,2,5,4,2,2,4,2,2,3,3,3,3,3,5,5,4,5,1,2,5,5,3,3,4,5,4,5,2,5,3,5,4,5,3,1,3,2,4,2,3,3,Windows,Chrome,9,512,2.6,3.0,3.8,3.9,3.0,3.0833333333333335,0
131,IT,303,2,1,3,4,3,3,3,3,2,3,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,University,Urban,Female,No,23,Right,Christian (Catholic),Heterosexual,Indigenous/Native/White,Yes,Never married,2,2,4,2,2,3,5,2,2,2,4,2,2,1,2,4,4,3,2,4,2,4,3,4,4,5,3,4,3,3,4,2,2,3,2,2,4,4,2,2,3,3,5,5,5,3,5,3,3,5,5,Windows,Chrome,3,929,2.8,2.6,3.7,2.6,4.2,2.5833333333333335,0
134,US,130,5,2,2,5,3,5,3,4,5,5,2,5,1,1,1,1,1,1,1,1,0,1,1,1,1,University,Urban,Female,Yes,42,Right,Agnostic,Heterosexual,Indigenous/Native/White,Yes,Previously married,3,4,3,4,3,4,4,4,4,4,2,2,2,2,3,4,3,3,3,3,3,4,4,4,4,4,4,5,4,4,4,4,5,5,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,Windows,Chrome,7,158,3.6,2.8,4.1,4.1,5.0,3.8333333333333335,1
143,US,117,4,3,4,4,3,5,3,3,3,3,3,4,1,1,0,1,1,0,0,1,0,1,1,1,1,Less than high school,Urban,Male,Yes,18,Right,Christian (Mormon),Heterosexual,Indigenous/Native/White,No,Never married,4,3,2,4,3,4,2,3,2,3,3,4,4,4,4,4,4,4,5,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,5,4,3,3,4,3,4,4,4,4,3,4,4,Windows,Chrome,33,195,2.9,4.1,4.0,3.8,3.7,3.5,1
145,US,504,2,3,5,3,2,3,4,4,4,2,3,5,1,1,1,1,1,1,0,1,0,1,1,1,1,University,Urban,Female,No,35,Right,Christian (Catholic),Heterosexual,Indigenous/Native/White,Yes,Currently married,4,4,5,4,2,5,4,4,1,3,1,4,4,2,4,3,4,5,4,4,5,2,4,5,4,4,4,4,3,4,4,2,5,2,2,2,2,4,2,2,4,4,2,1,1,3,2,5,4,4,2,Windows,Microsoft Internet Explorer,255,706,3.3,3.9,3.8,2.7,2.8,3.3333333333333335,1
146,US,106,4,1,2,3,1,5,1,1,3,2,2,4,1,1,0,1,1,0,1,1,0,1,1,1,1,Graduate,Rural,Male,Yes,39,Right,Atheist,Heterosexual,Indigenous/Native/White,Yes,Currently married,3,4,4,2,4,2,4,2,4,4,4,2,3,3,4,3,2,4,4,3,5,4,3,4,2,3,3,3,2,3,2,3,2,4,3,1,3,5,3,4,4,4,3,4,4,5,5,3,3,4,5,Macintosh,Chrome,3,150,3.4,3.3,2.9,3.2,4.0,2.4166666666666665,0
147,TR,118,4,1,1,3,1,3,2,2,2,1,1,3,1,1,0,1,1,0,0,1,0,0,1,1,1,High school,Urban,Male,No,18,Right,Muslim,Heterosexual,Indigenous/Native/White,No,Never married,1,4,2,5,4,3,4,4,4,5,4,4,5,4,2,5,5,1,1,5,4,2,4,5,4,5,5,3,4,5,5,3,2,5,4,2,2,2,4,1,3,4,5,5,3,4,5,5,4,4,5,Windows,Chrome,8,217,3.9,3.6,4.2,2.8,4.4,2.0,0
148,BR,467,5,2,1,2,3,4,5,1,2,3,1,3,1,1,1,1,1,0,1,1,0,1,1,1,1,University,Suburban,Female,No,32,Right,Christian (Catholic),Heterosexual,Other,Yes,Currently married,1,1,1,2,2,2,1,1,5,1,1,2,2,1,5,4,1,1,2,3,1,3,4,5,3,3,2,4,1,5,5,5,3,4,5,4,1,2,5,1,1,4,5,5,5,5,5,5,3,5,1,Windows,Chrome,4,246,1.7,2.2,3.5,3.1,4.3,2.6666666666666665,0
151,US,211,4,3,4,3,5,5,4,4,4,5,3,4,1,1,1,1,1,0,1,1,0,1,1,1,1,Graduate,Urban,Female,Yes,37,Left,Christian (Mormon),Heterosexual,Indigenous/Native/White,Yes,Currently married,3,3,3,4,3,4,4,3,1,2,3,3,2,2,4,4,4,3,5,3,4,5,4,4,4,4,4,4,4,4,4,4,2,5,4,2,4,4,5,4,4,3,4,4,4,5,4,4,3,4,4,Windows,Microsoft Internet Explorer,28,283,3.0,3.4,4.1,3.8,3.9,4.0,1
152,PH,178,5,2,3,2,2,3,2,2,3,2,3,3,1,1,0,1,1,0,0,1,0,1,1,1,1,High school,Rural,Other,No,19,Right,Christian (Catholic),Other,Asian,No,Never married,5,1,3,3,1,3,3,1,1,1,3,2,4,2,1,2,2,1,1,2,1,5,3,4,3,4,4,4,4,2,3,3,2,3,2,2,3,5,3,2,3,2,4,4,5,3,5,4,2,5,5,Windows,Chrome,7,183,2.0,1.8,3.6,2.8,3.9,2.6666666666666665,0
153,GB,229,5,1,2,3,3,5,2,1,4,5,1,5,1,1,0,1,1,0,0,1,1,0,1,1,1,University,Rural,Female,No,27,Right,Christian (Catholic),Heterosexual,Indigenous/Native/White,No,Never married,3,4,2,4,4,5,5,4,3,5,4,3,4,5,4,4,4,3,2,3,4,4,5,4,4,4,5,5,4,5,5,3,5,4,5,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,Windows,Firefox,5,230,4.0,3.6,4.5,4.3,5.0,3.0833333333333335,0
155,US,715,4,3,4,5,3,5,4,3,5,2,4,4,1,1,0,1,1,0,0,1,0,0,0,1,1,High school,Suburban,Female,Yes,48,Right,Christian (Other),Heterosexual,Black,Yes,Never married,5,3,1,4,2,2,2,3,1,1,1,1,1,1,4,1,1,1,1,1,2,2,4,5,4,3,5,2,4,4,4,3,4,5,4,5,4,5,2,3,5,4,1,4,2,4,4,2,4,4,4,iOS,Safari,18,346,2.0,1.4,3.7,4.0,3.3,3.8333333333333335,1
158,US,390,5,4,3,3,5,5,5,5,5,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,University,Rural,Female,Yes,38,Right,Christian (Catholic),Heterosexual,Asian,No,Previously married,2,3,5,5,5,5,5,5,4,4,5,2,3,2,4,5,5,1,1,2,4,5,5,5,5,4,3,5,4,5,5,1,5,4,5,5,5,5,5,2,4,5,5,5,5,5,5,5,5,5,5,Windows,Firefox,4,211,4.6,2.9,4.6,4.1,5.0,4.333333333333333,1
159,US,339,4,3,3,2,3,5,3,4,3,5,3,3,1,1,1,1,1,0,1,1,0,1,1,1,1,High school,Rural,Male,Yes,40,Right,Other,Heterosexual,Other,No,Previously married,3,3,1,4,2,3,4,2,3,3,1,5,5,3,4,4,5,5,5,4,5,5,4,4,4,4,4,5,4,4,3,4,5,5,3,4,4,4,4,2,4,3,5,5,5,4,5,4,2,4,5,Windows,Chrome,6,582,2.6,4.5,4.1,3.9,4.2,3.4166666666666665,1
160,CO,187,3,2,3,4,1,3,3,1,2,2,4,4,1,1,1,1,1,0,1,1,0,0,0,0,1,High school,Urban,Female,No,24,Right,Agnostic,Heterosexual,Indigenous/Native/White,Yes,Never married,1,3,5,4,3,5,5,4,4,2,4,2,4,3,3,3,4,4,4,4,4,4,3,4,3,3,5,3,4,4,4,2,3,4,4,2,4,4,2,2,3,5,4,4,4,4,4,5,4,4,5,Windows,Chrome,203,392,3.9,3.5,3.7,3.0,4.3,2.6666666666666665,0
162,ZA,122,5,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,University,Urban,Male,Yes,21,Right,Agnostic,Heterosexual,Asian,Yes,Never married,2,1,5,1,3,3,5,3,3,5,5,3,5,3,5,1,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,Windows,Chrome,3,170,3.4,2.6,1.1,1.2,4.9,1.5,0
163,US,151,5,2,1,1,1,5,3,4,4,5,1,5,1,1,1,1,1,0,1,1,0,1,1,1,1,University,Suburban,Female,Yes,19,Right,Christian (Protestant),Heterosexual,Indigenous/Native/White,No,Never married,2,4,5,4,4,4,5,4,4,3,2,1,3,1,3,3,2,1,5,3,5,5,4,5,5,4,5,4,4,5,5,5,3,5,4,3,4,5,4,5,5,5,4,5,4,5,5,5,4,5,5,Windows,Chrome,5,174,3.9,2.7,4.6,4.3,4.7,3.0833333333333335,0
164,US,154,3,3,4,3,3,2,2,2,2,4,4,3,1,1,0,1,1,0,1,1,0,1,1,1,1,High school,Suburban,Male,Yes,26,Left,Other,Heterosexual,Indigenous/Native/White,No,Never married,4,3,1,4,1,2,2,3,2,2,2,4,4,3,4,2,4,4,4,3,4,4,3,5,5,4,4,4,4,4,4,4,4,4,2,1,2,4,2,3,2,4,5,4,4,3,3,4,4,4,3,Windows,Microsoft Internet Explorer,10,154,2.2,3.6,4.1,2.8,3.8,2.9166666666666665,0
165,US,514,4,2,5,1,5,5,4,3,5,5,3,4,1,1,0,1,1,0,0,1,0,1,1,1,1,High school,Rural,Male,Yes,42,Right,Christian (Other),Heterosexual,Black,Yes,Currently married,3,5,5,5,5,5,5,1,1,5,5,5,5,5,1,5,5,5,5,5,5,3,4,2,3,3,1,4,3,3,2,4,2,5,5,3,5,5,5,5,3,4,2,5,5,5,5,5,4,4,4,Windows,Chrome,9,221,4.2,4.6,2.8,4.2,4.3,3.8333333333333335,1
168,GB,723,4,3,2,3,1,5,1,1,2,3,2,5,1,1,0,1,1,0,0,1,0,1,0,1,1,University,Urban,Female,No,34,Right,Atheist,Heterosexual,Indigenous/Native/White,No,Never married,2,1,1,2,3,3,2,2,1,1,2,2,2,1,3,2,2,1,4,2,3,1,5,3,3,1,5,1,3,1,3,5,1,4,4,4,5,4,2,4,4,3,1,4,5,3,3,4,3,4,4,Linux,Chrome,23,253,1.8,2.2,2.6,3.7,3.4,2.6666666666666665,0
170,US,122,4,2,2,3,3,4,1,2,3,4,2,5,1,1,1,1,1,0,0,1,0,1,1,1,1,High school,Suburban,Female,Yes,18,Right,Atheist,Heterosexual,Black,,Never married,3,3,5,4,4,4,5,4,2,4,1,2,2,2,2,4,2,5,5,2,2,5,5,4,4,4,3,4,4,4,4,3,4,4,4,4,5,4,3,2,3,4,3,4,3,3,4,4,4,4,4,Windows,Chrome,4,102,3.6,2.8,4.1,3.6,3.7,2.9166666666666665,0
171,GH,178,3,2,2,2,2,4,2,2,2,3,2,4,1,1,0,1,1,0,0,1,0,1,1,1,1,High school,Urban,Female,Yes,19,Right,Christian (Catholic),Heterosexual,Black,No,Never married,2,2,5,3,3,3,3,2,4,5,3,2,3,1,2,1,3,1,1,3,2,4,3,5,4,4,4,4,4,3,3,3,3,3,4,2,4,5,3,4,3,3,3,3,3,4,4,4,1,4,4,Unknown,Firefox,48,405,3.3,1.9,3.8,3.4,3.3,2.5,0
175,US,196,5,1,5,3,2,5,4,5,1,5,5,5,1,1,1,1,1,1,0,1,1,1,1,1,1,Less than high school,Suburban,Male,Yes,18,Right,Christian (Protestant),Heterosexual,Indigenous/Native/White,No,Never married,1,3,4,2,3,3,4,2,2,3,1,4,2,3,4,5,5,5,5,4,5,4,2,3,3,2,1,2,4,1,3,4,5,4,4,4,4,5,5,5,4,5,4,5,4,5,5,4,5,4,5,Windows,Chrome,10,284,2.7,4.2,2.5,4.4,4.6,3.8333333333333335,1
178,US,190,4,4,5,4,5,5,5,4,4,3,4,3,1,1,0,1,1,0,0,1,0,0,1,1,1,Less than high school,Rural,Female,Yes,18,Right,Christian (Catholic),Heterosexual,Other,Yes,Never married,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,3,2,3,2,1,1,1,2,1,2,3,5,5,5,2,4,3,3,2,4,4,4,5,3,2,5,2,3,5,5,Windows,Microsoft Internet Explorer,22,207,1.2,1.3,1.8,3.6,3.8,4.166666666666667,1
181,US,167,2,3,5,3,5,2,5,5,5,4,3,1,1,1,1,1,1,0,0,1,0,1,1,1,1,High school,Rural,Male,Yes,18,Right,Atheist,Heterosexual,Indigenous/Native/White,No,Never married,2,2,2,1,1,1,2,1,2,1,1,5,3,5,3,5,5,4,4,2,5,2,1,2,1,1,1,1,1,1,1,3,3,4,3,2,5,4,3,2,3,4,1,1,1,3,1,4,4,1,1,Windows,Chrome,8,163,1.4,4.1,1.2,3.2,2.1,3.5833333333333335,1
182,US,286,5,3,5,1,4,5,5,5,5,5,3,5,1,1,0,1,1,0,0,1,0,0,1,1,1,Less than high school,Rural,Male,Yes,18,Left,Christian (Catholic),Heterosexual,Indigenous/Native/White,No,Never married,3,5,5,5,5,4,4,5,3,5,5,5,5,4,5,4,5,5,5,4,5,2,5,5,5,4,4,5,4,2,4,5,5,4,4,3,3,2,3,3,3,3,4,5,4,4,5,4,2,3,5,Windows,Chrome,4,254,4.6,4.7,4.0,3.5,3.9,4.25,1
185,US,152,3,3,4,3,3,3,3,2,4,3,3,3,1,1,0,1,1,0,0,1,0,0,1,1,1,High school,Rural,Female,Yes,18,Right,Christian (Catholic),,Indigenous/Native/White,No,Never married,4,3,3,4,4,4,3,4,3,4,2,4,4,3,3,2,4,3,2,4,3,2,3,5,4,5,5,4,4,5,3,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,2,1,3,3,Windows,Chrome,8,182,3.4,3.2,4.0,3.4,2.7,3.0833333333333335,0
186,US,134,3,3,1,2,2,5,3,4,5,4,1,5,1,1,1,1,1,0,1,1,0,0,1,1,1,Less than high school,Rural,Female,Yes,18,Right,Christian (Catholic),Heterosexual,Indigenous/Native/White,No,Never married,2,2,2,3,2,3,2,2,2,2,1,1,3,2,2,3,3,2,3,3,2,5,4,4,4,4,4,4,4,4,3,4,2,2,2,1,2,3,3,4,4,2,4,3,5,2,2,2,4,2,2,Windows,Chrome,75,195,2.1,2.4,4.0,2.7,2.8,3.1666666666666665,0
187,US,192,5,3,4,2,3,5,4,4,3,4,4,5,1,1,0,1,1,0,1,1,0,1,1,1,1,High school,Rural,Female,Yes,18,Right,Christian (Catholic),Heterosexual,Indigenous/Native/White,Yes,Never married,1,2,4,5,4,4,5,3,3,3,2,1,3,1,3,3,2,3,3,2,4,4,5,4,5,4,3,5,5,5,4,4,4,5,4,3,4,5,4,5,4,4,4,3,5,4,3,4,3,5,4,Windows,Chrome,18,267,3.5,2.5,4.4,4.2,3.9,3.8333333333333335,1
188,US,196,4,1,5,4,2,5,2,1,4,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,University,Rural,Male,Yes,24,Right,Atheist,Heterosexual,Indigenous/Native/White,No,Never married,1,1,2,3,1,2,3,3,1,1,2,2,1,2,1,5,5,5,2,3,1,2,3,5,5,3,3,3,5,3,5,4,5,2,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,Windows,Chrome,6,228,1.9,2.7,3.7,4.4,5.0,3.1666666666666665,0
